S.No.,Country,2008-2009,%Share,2009-2010,%Share2,2010-2011,%Share3,2011-2012,%Share4,2012-2013,%Share5,2013-2014,%Share6,2014-2015,%Share7,2015-2016,%Share8,2016-2017,%Share9,2017-2018,%Share10,2018-2019,%Share11,2019-2020,%Share12,2020-2021,%Share13,2021-2022,%Share14,2022-2023,%Share15,2023-2024,%Share16,2024-2025,%Share17,2008-2009,% share,2009-2010,% share2,2010-2011,% share3,2011-2012,% share4,2012-2013,% share5,2013-2014,% share6,2014-2015,% share7,2015-2016,% share8,2016-2017,% share9,2017-2018,% share10,2018-2019,% share11,2019-2020,% share12,2020-2021,% share13,2021-2022,% share14,2022-2023,% share15,2023-2024,% share16,Sum of Exp,Sum of Imp,Diff of imp And Exp,Ave Imp per Country,Ave exp per Country,Ave Imp share ,Ave exp share
109,KENYA,"6,14,088.18",0.7304,"6,89,241.82",0.8152,57.24,0.0001,"10,98,722.12",0.7495,"20,52,569.66",1.2559,"23,59,553.95",1.2386,"1,53,244.29",0.0808,"99,436.67",0.0579,316.09,0.0002,354.91,0.0002,"19,112.09",0.0083,"6,374.77",0.0029,"34,69,423.42",1.6069,"60,34,956.81",1.9177,"1,371.74",0.0004,"1,700.23",0.0005,"7,30,427.64",1.1676,"24,147.79",0.0176,"4,144.45",0.003,202.5,0.0001,"61,57,031.43",2.6251,"1,41,480.11",0.053,"75,28,258.41",2.7724,"82,72,008.53",3.0222,"1,180.11",0.0005,"1,39,071.66",0.054,"1,05,42,283.54",3.5129,"1,17,25,531.27",3.2619,"2,190.32",0.0007,"1,256.39",0.0004,"1,342.42",0.0003,"3,390.67",0.0006,"10,324.36",0.0018,"1,73,30,951.63","4,45,53,843.96","-2,72,22,892.33",2620814.351,962830.6461,0.901558824,0.535172222
110,KIRIBATI REP,980,0.0012,155.9,0.0002,"1,49,099.56",0.1311,588.93,0.0004,193.93,0.0001,579.09,0.0003,"25,14,812.70",1.3261,"19,77,751.39",1.1523,"30,064.10",0.0163,"37,218.74",0.019,"32,87,796.88",1.4247,"34,33,765.43",1.5468,"7,79,650.60",0.3611,"9,26,387.69",0.2944,"53,27,534.58",1.4711,"53,11,498.92",1.4676,"2,96,759.97",0.4744,"39,65,818.96",2.8854,"40,55,061.49",2.9735,"65,893.07",0.0391,"79,44,946.24",3.3874,"71,33,725.25",2.6726,"1,03,36,261.19",3.8065,"81,51,069.71",2.978,"1,18,162.51",0.0474,"26,625.16",0.0103,"46,22,089.70",1.5402,"51,94,935.58",1.4452,"1,88,671.75",0.0561,"36,295.70",0.0124,598.73,0.0001,"60,453.24",0.0105,"1,97,426.52",0.0353,"2,40,74,838.41","5,20,98,034.80","-2,80,23,196.39",3064590.282,1337491.023,1.288235294,0.538172222
111,KOREA DP RP,"4,03,661.57",0.4801,"1,99,342.66",0.2358,"16,95,280.67",1.4911,"1,10,707.74",0.0755,"1,09,939.39",0.0673,"1,14,325.51",0.06,616.12,0.0003,614.71,0.0004,"28,43,671.65",1.5376,"28,75,143.99",1.4695,"9,31,939.98",0.4038,"9,11,191.14",0.4105,"28,605.30",0.0132,"24,514.12",0.0078,"12,55,482.91",0.3467,"17,43,093.20",0.4816,"6,147.78",0.0098,"43,19,944.55",3.1431,"38,98,799.19",2.8589,"47,71,247.70",2.8342,420.87,0.0002,"90,18,425.30",3.3787,383.7,0.0001,472.15,0.0002,"39,937.90",0.016,"20,252.52",0.0079,"19,933.80",0.0066,"1,838.61",0.0005,"21,918.94",0.0065,"20,660.49",0.0071,"1,00,806.27",0.022,"1,99,999.41",0.0348,"7,068.87",0.0013,"1,32,54,278.44","2,24,42,110.27","-91,87,831.83",1320124.134,736348.8022,0.724594118,0.393944444
112,KOREA RP,"18,35,359.19",2.183,"16,12,681.15",1.9073,"8,44,710.02",0.743,"20,76,775.91",1.4167,"22,87,024.72",1.3994,"25,47,092.30",1.337,"46,805.92",0.0247,"72,975.63",0.0425,"10,04,665.91",0.5432,"8,80,376.02",0.45,"20,958.62",0.0091,"20,641.07",0.0093,"20,338.31",0.0094,"10,910.88",0.0035,"42,211.78",0.0117,"37,847.12",0.0105,"1,955.45",0.0031,451.63,0.0003,307.88,0.0002,"46,97,602.94",2.7904,"44,065.07",0.0188,"1,142.64",0.0004,"22,919.32",0.0084,"52,282.93",0.0191,"18,017.12",0.0072,"16,718.09",0.0065,"1,08,800.58",0.0363,717.78,0.0002,32,0,125.96,0,"24,212.96",0.0053,"75,097.79",0.0131,"1,13,093.19",0.0202,"1,33,63,330.00","51,75,587.88","81,87,742.12",304446.3459,742407.2222,0.172141176,0.5613
113,KUWAIT,"3,62,840.57",0.4316,"3,71,037.53",0.4388,"11,724.66",0.0103,"5,66,532.27",0.3865,"5,77,829.97",0.3536,"6,43,494.47",0.3378,"28,08,473.91",1.481,"23,04,348.38",1.3426,"20,383.89",0.011,"18,426.67",0.0094,"27,505.28",0.0119,"17,737.65",0.008,"76,675.76",0.0355,"98,953.03",0.0314,"13,660.06",0.0038,"10,659.24",0.0029,"30,537.90",0.0488,214.92,0.0002,"9,218.20",0.0068,542.35,0.0003,"66,871.38",0.0285,"76,479.58",0.0287,"62,225.41",0.0229,"21,981.11",0.008,"3,190.98",0.0013,"5,146.04",0.002,"33,910.15",0.0113,"1,11,063.91",0.0309,"5,506.31",0.0016,"5,147.48",0.0018,24212.96,  ,1.68,0,"2,18,632.17",0.0391,"79,60,821.24","6,44,344.63","73,16,476.61",37902.62529,442267.8467,0.0114625,0.274716667
114,KYRGHYZSTAN,"10,385.08",0.0124,"12,691.45",0.015,"5,943.51",0.0052,"14,665.64",0.01,"19,037.86",0.0116,"20,820.29",0.0109,"7,33,290.57",0.3867,"8,16,058.94",0.4755,"17,221.47",0.0093,"16,116.36",0.0082,"81,019.65",0.0351,"84,444.20",0.038,"1,40,718.83",0.0652,"2,33,794.50",0.0743,"1,51,126.24",0.0417,"1,82,514.03",0.0504,"45,416.25",0.0726,"53,692.34",0.0391,"73,010.77",0.0535,100.53,0.0001,"10,245.74",0.0044,"40,251.81",0.0151,"22,429.09",0.0083,"24,203.07",0.0088,"20,467.44",0.0082,"5,001.11",0.0019,"24,811.44",0.0083,"30,460.74",0.0085,"30,192.29",0.009,"51,440.44",0.0176,"15,831.41",0.0035,"21,535.97",0.0037,"6,250.86",0.0011,"25,85,264.87","4,29,925.05","21,55,339.82",25289.70882,143625.8261,0.011241176,0.07345
115,LAO PD RP,"4,445.31",0.0053,"8,120.26",0.0096,"47,109.61",0.0414,"7,320.34",0.005,"15,712.71",0.0096,"30,499.48",0.016,"23,053.51",0.0122,"16,358.34",0.0095,"77,575.08",0.0419,"72,290.66",0.0369,"1,87,778.40",0.0814,"1,44,156.33",0.0649,"29,531.48",0.0137,"8,156.82",0.0026,"3,22,899.86",0.0892,"2,85,446.95",0.0789,"1,153.14",0.0018,"6,248.27",0.0045,"3,205.55",0.0024,"89,981.77",0.0535,"1,421.26",0.0006,"16,339.74",0.0061,"1,400.97",0.0005,843.1,0.0003,"5,644.55",0.0023,575.74,0.0002,"57,835.70",0.0193,1.63,0,293.71,0.0001,247.93,0.0001,"2,66,117.61",0.0582,"5,90,173.56",0.1026,608.31,0.0001,"12,81,608.28","10,40,939.40","2,40,668.88",61231.72941,71200.46,0.014752941,0.028883333
116,LATVIA,"20,389.30",0.0243,"22,199.04",0.0263,"80,295.50",0.0706,"46,042.07",0.0314,"56,673.98",0.0347,"61,732.50",0.0324,"41,293.77",0.0218,"24,612.33",0.0143,"1,41,206.46",0.0764,"1,65,705.11",0.0847,"21,343.05",0.0092,"28,794.91",0.013,"1,67,157.42",0.0774,"1,84,385.38",0.0586,"11,931.34",0.0033,"4,609.05",0.0013,"66,714.67",0.1066,120.55,0.0001,276.91,0.0002,"8,377.64",0.005,"4,264.80",0.0018,"2,371.06",0.0009,"15,624.16",0.0058,"35,939.59",0.0131,773.56,0.0003,"1,81,924.72",0.0706,"23,663.41",0.0079,"93,093.53",0.0259,"1,84,321.39",0.0548,"2,38,198.52",0.0817,621.83,0.0001,"1,584.80",0.0003,"1,58,532.25",0.0283,"11,45,085.88","9,49,688.72","1,95,397.16",55864.04235,63615.88222,0.017458824,0.038127778
117,LEBANON,"61,349.66",0.073,"62,368.92",0.0738,"8,447.56",0.0074,"1,12,040.30",0.0764,"1,36,514.90",0.0835,"1,77,569.15",0.0932,"59,963.95",0.0316,"51,871.24",0.0302,"22,232.62",0.012,"20,334.12",0.0104,"1,24,880.27",0.0541,"1,54,913.93",0.0698,"1,13,959.62",0.0528,"1,78,919.28",0.0569,"2,08,198.54",0.0575,"2,01,540.79",0.0557,"1,26,029.81",0.2015,"63,531.98",0.0462,"9,261.59",0.0068,509.7,0.0003,"19,642.56",0.0084,"11,416.12",0.0043,"2,64,475.55",0.0974,"41,920.23",0.0153,"1,40,414.46",0.0564,"30,959.40",0.012,"65,269.87",0.0217,"1,00,146.38",0.0279,"38,499.37",0.0115,"22,585.95",0.0077,"1,49,287.76",0.0326,"92,101.23",0.016,"48,572.54",0.0087,"18,21,134.66","10,98,594.69","7,22,539.97",64623.21706,101174.1478,0.021952941,0.057766667
118,LESOTHO,"15,730.64",0.0187,"6,779.36",0.008,"20,045.74",0.0176,"10,132.99",0.0069,"10,002.71",0.0061,"18,858.44",0.0099,"1,70,847.34",0.0901,"1,57,070.28",0.0915,"97,883.90",0.0529,"1,65,815.96",0.0848,"1,10,013.84",0.0477,"1,30,689.79",0.0589,"2,791.01",0.0013,"1,457.72",0.0005,"2,72,968.23",0.0754,"4,68,320.53",0.1294,226.91,0.0004,"3,07,213.58",0.2235,"2,94,147.65",0.2157,"8,051.66",0.0048,311.17,0.0001,"9,98,030.08",0.3739,278.94,0.0001,718.46,0.0003,"1,14,324.72",0.0459,"5,300.57",0.0021,"1,030.31",0.0003,"2,531.60",0.0007,"3,631.61",0.0011,"18,038.09",0.0062,"50,306.85",0.011,"81,850.63",0.0142,"1,05,57,314.81",1.8876,"16,59,635.39","1,24,43,080.73","-1,07,83,445.34",731945.9253,92201.96611,0.163970588,0.038894444
119,LIBERIA,"13,483.02",0.016,"13,993.12",0.0165,"60,130.48",0.0529,"38,003.14",0.0259,"69,323.17",0.0424,"1,54,578.39",0.0811,"23,436.29",0.0124,"19,620.37",0.0114,"80,457.47",0.0435,"78,655.52",0.0402,"2,373.48",0.001,"3,080.85",0.0014,"1,20,706.59",0.0559,"2,47,049.71",0.0785,241.91,0.0001,730.23,0.0002,"41,926.47",0.067,34.64,0,20.33,0,"4,40,249.32",0.2615,"98,445.58",0.042,468.44,0.0002,"32,325.67",0.0119,"67,795.71",0.0248,"5,427.76",0.0022,"16,158.96",0.0063,"1,22,289.64",0.0407,"1,48,021.43",0.0412,"10,210.66",0.003,"4,349.18",0.0015,"14,953.55",0.0033,"10,748.38",0.0019,"71,824.12",0.0128,"9,67,790.21","10,43,323.37","-75,533.16",61371.96294,53766.12278,0.026664706,0.030355556
120,LIBYA,"59,829.60",0.0712,"1,05,495.91",0.1248,75.17,0.0001,"30,207.42",0.0206,"1,17,077.46",0.0716,"1,73,359.68",0.091,"1,26,502.11",0.0667,"87,403.46",0.0509,495.29,0.0003,"1,798.39",0.0009,"89,050.98",0.0386,"78,550.31",0.0354,"9,325.60",0.0043,"10,855.92",0.0034,"2,84,907.54",0.0787,"2,60,445.28",0.072,"9,157.58",0.0146,"2,62,067.29",0.1907,"34,953.87",0.0256,100.72,0.0001,"26,734.14",0.0114,"24,931.43",0.0093,"27,674.19",0.0102,"25,634.26",0.0094,"4,611.68",0.0019,"80,247.20",0.0311,"34,285.35",0.0114,"93,145.08",0.0259,"84,903.38",0.0253,"59,374.23",0.0204,888.34,0.0002,"1,113.48",0.0002,"24,243.60",0.0043,"14,44,537.70","7,84,908.24","6,59,629.46",46171.07294,80252.09444,0.0222,0.041394444
121,LIECHTENSTEIN,"2,109.99",0.0025,27.37,0,"37,920.96",0.0334,64.57,0,148.64,0.0001,193.64,0.0001,"99,870.23",0.0527,"80,121.74",0.0467,"64,368.32",0.0348,"66,938.64",0.0342,"20,911.62",0.0091,"14,437.68",0.0065,"6,696.20",0.0031,"8,938.21",0.0028,"33,486.18",0.0092,"32,806.72",0.0091,373.86,0.0006,"11,413.46",0.0083,"16,036.65",0.0118,"58,029.39",0.0345,407.06,0.0002,"26,256.26",0.0098,"1,634.54",0.0006,"1,414.04",0.0005,"93,267.53",0.0375,"27,785.13",0.0108,"5,350.36",0.0018,"4,370.13",0.0012,"22,510.42",0.0067,"5,211.28",0.0018,"1,07,656.98",0.0235,"1,03,033.50",0.0179,"29,479.83",0.0053,"4,69,414.57","5,13,856.56","-44,441.99",30226.85647,26078.58722,0.010129412,0.013605556
122,LITHUANIA,"27,293.60",0.0325,"31,131.95",0.0368,"8,562.60",0.0075,"65,749.19",0.0449,"80,253.61",0.0491,"63,495.23",0.0333,118.48,0.0001,545.58,0.0003,"7,702.24",0.0042,"7,342.96",0.0038,728.87,0.0003,"4,497.59",0.002,"17,149.69",0.0079,"22,791.53",0.0072,"3,520.70",0.001,795.1,0.0002,"4,632.27",0.0074,113.09,0.0001,173.09,0.0001,"16,720.17",0.0099,"7,362.60",0.0031,817,0.0003,"12,093.12",0.0045,"5,573.21",0.002,"42,232.53",0.017,"59,88,145.01",2.3231,"30,065.42",0.01,"16,894.54",0.0047,"69,16,662.95",2.0579,"61,79,121.70",2.1191,"80,248.91",0.0175,"34,642.85",0.006,301.17,0.0001,"3,46,311.19","1,93,31,167.36","-1,89,84,856.17",1137127.492,19239.51056,0.386788235,0.01325
123,LUXEMBOURG,"5,138.89",0.0061,"2,250.22",0.0027,653.57,0.0006,"4,316.70",0.0029,"4,465.16",0.0027,"7,047.57",0.0037,"63,100.17",0.0333,"57,862.20",0.0337,"1,015.20",0.0005,"8,945.32",0.0046,"13,680.56",0.0059,"16,021.93",0.0072,"2,40,657.49",0.1115,"2,62,009.77",0.0833,"22,488.09",0.0062,"30,339.12",0.0084,"31,807.62",0.0508,320.23,0.0002,"12,621.66",0.0093,88.79,0.0001,"39,994.48",0.0171,"12,524.77",0.0047,"31,717.09",0.0117,"58,461.35",0.0214,"59,37,316.99",2.3842,"6,149.62",0.0024,"1,07,906.04",0.036,"2,05,084.01",0.0571,"4,247.81",0.0013,"18,063.14",0.0062,"92,63,064.76",2.0257,"1,02,18,523.43",1.7772,493.63,0.0001,"7,71,799.58","2,59,16,577.80","-2,51,44,778.22",1524504.576,42877.75444,0.373805882,0.020227778
124,MACAO,"2,580.30",0.0031,"19,367.34",0.0229,"3,798.52",0.0033,730.99,0.0005,525.28,0.0003,989.18,0.0005,"5,886.08",0.0031,"5,289.88",0.0031,"9,985.58",0.0054,"11,205.53",0.0057,"1,38,350.36",0.06,"2,13,387.08",0.0961,"1,12,063.80",0.0519,"1,12,158.14",0.0356,"4,25,495.22",0.1175,"1,91,865.50",0.053,"16,134.41",0.0258,"8,538.00",0.0062,"9,073.28",0.0067,462.01,0.0003,"10,928.02",0.0047,"39,399.91",0.0148,"9,367.69",0.0034,"22,756.81",0.0083,"2,814.06",0.0011,"66,210.48",0.0257,"10,608.78",0.0035,"16,053.42",0.0045,"26,790.85",0.008,"10,460.40",0.0036,"51,652.36",0.0113,"4,04,220.84",0.0703,"15,858.35",0.0028,"12,69,813.19","7,05,195.26","5,64,617.93",41482.07412,70545.17722,0.010305882,0.0271
125,MACEDONIA,"4,755.99",0.0057,"3,299.50",0.0039,"36,046.80",0.0317,"4,257.45",0.0029,"4,955.83",0.003,"6,496.99",0.0034,"1,464.90",0.0008,"1,292.10",0.0008,"1,42,836.72",0.0772,"1,46,907.13",0.0751,"1,41,795.37",0.0614,"1,30,729.24",0.0589,"44,97,079.07",2.0829,"52,12,357.37",1.6563,"92,276.15",0.0255,"72,216.99",0.02,"13,25,750.51",2.1192,"3,355.31",0.0024,"48,534.00",0.0356,"14,581.00",0.0087,"45,38,502.77",1.935,"23,383.19",0.0088,"55,90,211.37",2.0587,"67,91,883.78",2.4814,"1,60,648.08",0.0645,"15,007.00",0.0058,"58,08,128.86",1.9354,"75,49,167.12",2.1001,"87,142.23",0.0259,"17,505.05",0.006,"17,073.36",0.0037,"15,875.05",0.0028,"60,467.86",0.0108,"1,18,24,518.11","3,07,41,466.03","-1,89,16,947.92",1808321.531,656917.6728,0.628564706,0.346038889
126,MADAGASCAR,"1,11,534.40",0.1327,"41,092.14",0.0486,"46,286.07",0.0407,"59,759.88",0.0408,"83,936.82",0.0514,"1,45,634.47",0.0764,"8,888.90",0.0047,"8,418.61",0.0049,"1,19,523.82",0.0646,"1,28,649.66",0.0658,"45,10,372.20",1.9545,"45,10,641.90",2.032,"1,45,155.52",0.0672,"4,98,288.92",0.1583,"57,26,516.72",1.5812,"60,16,559.47",1.6624,"79,821.96",0.1276,"32,59,156.48",2.3713,"24,49,403.25",1.7961,"8,972.57",0.0053,"8,742.37",0.0037,"54,19,876.33",2.0306,"2,391.02",0.0009,"2,648.42",0.001,"17,373.87",0.007,"5,864.04",0.0023,"3,655.13",0.0012,"14,720.80",0.0041,"2,572.02",0.0008,"1,232.14",0.0004,"17,014.60",0.0037,"40,244.45",0.007,"1,309.45",0.0002,"2,22,41,081.46","1,12,55,176.94","1,09,85,904.52",662069.2318,1235615.637,0.3668,0.450766667
127,MALAWI,"40,906.58",0.0487,"38,696.72",0.0458,"17,67,721.05",1.5548,"70,815.87",0.0483,"83,362.80",0.051,"1,34,331.86",0.0705,"1,02,094.85",0.0538,"1,28,421.41",0.0748,"35,04,936.02",1.8951,"36,73,820.56",1.8777,"1,55,689.22",0.0675,"1,60,809.47",0.0724,"1,38,270.43",0.064,"1,54,597.96",0.0491,"3,83,517.44",0.1059,"7,38,769.64",0.2041,"16,696.95",0.0267,"1,793.35",0.0013,"1,707.57",0.0013,"29,74,590.44",1.7669,"2,982.04",0.0013,"3,422.17",0.0013,"42,572.45",0.0157,"47,576.44",0.0174,270.67,0.0001,"7,347.42",0.0029,"73,565.63",0.0245,"12,656.78",0.0035,204.16,0.0001,608.42,0.0002,892.38,0.0002,702.93,0.0001,"25,68,683.96",0.4593,"1,12,93,458.83","57,39,576.81","55,53,882.02",337622.1653,627414.3794,0.135064706,0.350566667
128,MALAYSIA,"15,78,036.20",1.8769,"13,50,392.32",1.5971,"45,554.05",0.0401,"19,10,321.00",1.3031,"24,14,350.85",1.4773,"25,41,360.81",1.334,"1,30,660.51",0.0689,"1,15,361.87",0.0672,"1,32,519.94",0.0717,"1,39,866.07",0.0715,"91,519.41",0.0397,"1,03,778.34",0.0468,"2,37,157.57",0.1098,"3,56,891.57",0.1134,"1,06,629.18",0.0294,"99,089.39",0.0274,"36,133.19",0.0578,"4,303.65",0.0031,"1,834.55",0.0013,"14,543.27",0.0086,"20,132.20",0.0086,"16,077.82",0.006,"20,960.83",0.0077,"17,367.60",0.0063,270.67,  ,"12,305.93",0.0048,"10,293.18",0.0034,"30,797.23",0.0086,"7,585.18",0.0023,"4,062.29",0.0014,357.91,0.0001,987.72,0.0002,1.09,0,"1,13,89,622.27","1,61,881.12","1,12,27,741.15",9522.418824,632756.7928,0.0039,0.462894444
129,MALDIVES,"59,028.43",0.0702,"37,849.50",0.0448,"29,610.36",0.026,"59,778.57",0.0408,"66,609.97",0.0408,"64,298.93",0.0338,"35,61,410.74",1.878,"24,15,933.20",1.4076,"72,286.95",0.0391,"79,644.49",0.0407,"1,60,644.40",0.0696,"1,47,350.94",0.0664,457.85,0.0002,777.38,0.0002,"2,48,131.56",0.0685,"4,11,447.06",0.1137,89.23,0.0001,"2,332.29",0.0017,"5,695.97",0.0042,"1,537.99",0.0009,"4,910.29",0.0021,"23,130.90",0.0087,"4,040.09",0.0015,7.85,0,"12,165.31",0.0049,"19,77,611.94",0.7672,70.7,0,359.41,0.0001,"19,781.51",0.0059,"31,492.94",0.0108,"8,980.90",0.002,"1,90,861.24",0.0332,"3,512.84",0.0006,"74,15,349.56","22,86,492.17","51,28,857.39",134499.5394,411963.8644,0.049635294,0.218916667
130,MALI,"17,907.49",0.0213,"19,962.95",0.0236,"3,41,332.43",0.3002,"47,498.73",0.0324,"42,776.09",0.0262,"65,862.52",0.0346,"93,314.67",0.0492,"1,17,112.15",0.0682,"92,233.05",0.0499,"1,26,241.12",0.0645,224.57,0.0001,"23,135.47",0.0104,"3,148.99",0.0015,"4,660.34",0.0015,384.19,0.0001,"1,815.66",0.0005,505.12,0.0008,62.15,0,3.49,0,"16,398.08",0.0097,4910.29,  ,477.06,0.0002,74.11,0,58.39,0,"13,317.06",0.0053,"7,853.07",0.003,70.7,  ,568.75,0.0002,254.5,0.0001,237.22,0.0001,"53,594.08",0.0117,"73,588.93",0.0128,525.47,0.0001,"9,98,115.54","1,71,993.35","8,26,122.19",10117.25588,55450.86333,0.00288,0.038055556
131,MALTA,"48,608.92",0.0578,"3,31,357.88",0.3919,88.76,0.0001,"4,09,210.72",0.2791,"2,16,176.30",0.1323,"1,02,830.55",0.054,"81,967.45",0.0432,"70,780.10",0.0412,96.31,0.0001,"9,013.07",0.0046,"2,502.29",0.0011,"2,686.24",0.0012,"65,640.47",0.0304,"72,256.86",0.023,"4,132.49",0.0011,"3,802.85",0.0011,"17,849.88",0.0285,185.33,0.0001,3.49,  ,618.13,0.0004,"2,182.17",0.0009,23.78,0,"4,437.79",0.0016,"26,473.53",0.0097,"14,90,511.97",0.5985,747.11,0.0003,"3,509.59",0.0012,"10,961.34",0.003,"30,44,137.03",0.9057,"21,09,470.67",0.7234,857.58,0.0002,577.24,0.0001,848.29,0.0002,"14,39,001.14","66,95,545.04","-52,56,543.90",393855.5906,79944.50778,0.14033125,0.060594444
132,MARSHALL ISLAND,49.56,0.0001,30.97,0,"2,208.01",0.0019,239.19,0.0002,49.04,0,704.81,0.0004,"2,01,788.11",0.1064,"2,11,728.41",0.1234,"2,767.13",0.0015,"2,854.17",0.0015,"80,500.50",0.0349,"59,593.86",0.0268,"3,12,515.75",0.1447,"5,32,593.01",0.1692,"1,18,109.48",0.0326,"79,807.90",0.0221,"1,51,203.78",0.2417,"2,039.52",0.0015,759.34,0.0006,6.44,0,"18,141.52",0.0077,"6,127.96",0.0023,"12,463.61",0.0046,"12,935.74",0.0047,"3,232.77",0.0013,"1,335.02",0.0005,"13,356.05",0.0045,"49,784.66",0.0138,177.74,0.0001,734.25,0.0003,"31,65,819.41",0.6923,"31,06,898.16",0.5403,"1,440.62",0.0003,"17,56,743.68","63,95,252.81","-46,38,509.13",376191.3418,97596.87111,0.074988235,0.050411111
133,MARTINIQUE,"19,097.74",0.0227,"2,621.93",0.0031,"15,254.24",0.0134,"3,042.02",0.0021,"3,199.14",0.002,"4,660.38",0.0024,76.24,0,"66,972.69",0.039,"44,226.03",0.0239,"53,675.21",0.0274,"8,09,097.15",0.3506,"4,66,351.77",0.2101,"4,175.61",0.0019,"2,592.16",0.0008,"3,72,008.85",0.1027,"6,45,385.93",0.1783,811.86,0.0013,"6,557.86",0.0048,"5,155.10",0.0038,893.77,0.0005,"12,41,351.05",0.5293,"15,517.22",0.0058,"22,35,302.49",0.8232,"20,71,679.82",0.7569,995.77,0.0004,36.15,0,1.16,0,130.68,0,"42,707.80",0.0127,5.39,0,67.11,0,"3,235.41",0.0006,"11,63,986.52",0.2081,"25,13,248.95","67,87,623.30","-42,74,374.35",399271.9588,139624.9417,0.138005882,0.054538889
134,MAURITANIA,"16,367.53",0.0195,"14,470.53",0.0171,"3,86,060.70",0.3396,"22,417.16",0.0153,"22,765.75",0.0139,"35,084.07",0.0184,"3,753.62",0.002,"2,943.24",0.0017,"5,91,974.06",0.3201,"6,94,660.59",0.3551,"1,960.67",0.0008,"2,222.49",0.001,"22,82,893.67",1.0574,"32,98,130.37",1.048,"4,511.34",0.0012,"6,270.50",0.0017,"8,33,788.96",1.3328,"7,99,801.38",0.5819,"4,90,842.94",0.3599,"7,512.67",0.0045,213.86,0.0001,"21,87,342.42",0.8195,60.71,0,2071679.82,  ,"2,695.55",0.0011,36.15,  ,"25,32,958.98",0.844,"38,99,878.85",1.0849,920.58,0.0003,316.16,0.0001,273.67,0.0001,819.66,0.0001,"20,03,105.39",0.3582,"82,20,275.25","1,39,98,458.79","-57,78,183.54",823438.7524,456681.9583,0.270313333,0.252533333
135,MAURITIUS,"4,39,831.09",0.5231,"2,13,621.61",0.2526,"4,15,448.69",0.3654,"6,76,907.61",0.4618,"7,13,661.96",0.4367,"6,07,739.25",0.319,"36,038.42",0.019,"38,246.14",0.0223,115.73,0.0001,48.09,0,"26,78,625.72",1.1607,"25,65,260.73",1.1556,530.81,0.0002,458.34,0.0001,"41,69,331.93",1.1513,"44,08,459.44",1.218,67.77,0.0001,0.21,0,490842.94,  ,"5,26,882.57",0.313,"1,298.31",0.0006,0.19,0,323.6,0.0001,876.43,0.0003,31.78,0,"5,32,201.46",0.2065,"1,011.20",0.0003,271.08,0.0001,116.23,0,299.94,0.0001,406.51,0.0001,745.91,0.0001,"8,91,433.65",0.1594,"1,69,64,393.33","24,46,742.01","1,45,17,651.32",143926.0006,942466.2961,0.0425375,0.393666667
136,MEXICO,"3,01,051.91",0.3581,"2,81,108.28",0.3325,294,0.0003,"6,57,845.47",0.4487,"8,86,219.50",0.5423,"13,57,128.29",0.7124,"11,64,923.05",0.6143,"5,57,218.85",0.3246,"23,20,558.91",1.2547,"24,38,432.22",1.2463,235.73,0.0001,373.27,0.0002,"8,563.88",0.004,"6,738.17",0.0021,474.84,0.0001,513.32,0.0001,"1,633.17",0.0026,"3,044.07",0.0022,506.48,0.0004,55.57,0,"7,483.04",0.0032,373.55,0.0001,"1,321.27",0.0005,"1,041.59",0.0004,0.03,0,"3,66,235.55",0.1421,687.6,0.0002,190.25,0.0001,"6,72,491.47",0.2001,"10,66,440.99",0.3657,257.71,0.0001,78.15,0,0.47,0,"99,83,312.86","21,20,207.79","78,63,105.07",124718.1053,554628.4922,0.042064706,0.324633333
137,MICRONESIA,41.97,0,77.98,0.0001,"3,429.41",0.003,95.92,0.0001,101.86,0.0001,337.31,0.0002,"17,52,717.31",0.9243,"18,79,336.63",1.0949,94.09,0.0001,191.66,0.0001,"6,036.10",0.0026,"6,150.35",0.0028,"1,412.83",0.0007,"2,667.05",0.0008,"9,647.02",0.0027,"10,356.50",0.0029,466.24,0.0007,159.29,0.0001,469.75,0.0003,640.17,0.0004,7483.04,  ,"1,759.94",0.0007,"5,058.82",0.0019,"2,629.87",0.001,"7,05,110.98",0.2831,"7,15,611.79",0.2776,"1,109.96",0.0004,711.19,0.0002,"5,91,140.42",0.1759,"4,68,085.13",0.1605,257.71,  ,0.3,0,"2,99,042.44",0.0535,"36,73,160.23","27,99,270.80","8,73,889.43",164662.9882,204064.4572,0.063706667,0.113116667
138,MOLDOVA,"3,065.25",0.0036,"3,094.92",0.0037,477.36,0.0004,"3,574.59",0.0024,"4,855.41",0.003,"6,357.72",0.0033,141.26,0.0001,234.39,0.0001,"4,499.83",0.0024,"4,603.68",0.0024,"1,765.71",0.0008,"1,392.63",0.0006,"13,996.46",0.0065,"19,358.09",0.0062,"2,217.94",0.0006,"1,954.09",0.0005,"4,646.69",0.0074,"8,358.64",0.0061,601.3,0.0004,900.09,0.0005,"8,00,377.87",0.3412,"5,327.18",0.002,5.57,0,718.47,0.0003,"2,37,529.91",0.0954,19.67,0,6.44,0,91.38,0,"3,91,051.69",0.1164,"3,91,592.83",0.1343,"16,76,101.74",0.3665,"20,54,132.88",0.3573,2.25,0,"76,236.02","55,66,817.91","-54,90,581.89",327459.8771,4235.334444,0.083552941,0.002444444
